RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,Average Home Price 2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,Average Home Price 2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,Average Home Price 2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,Average Home Price 2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,Average Home Price 2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,Average Home Price 2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,Average Home Price 2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,Average Home Price 2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,Average Home Price 2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,Average Home Price 2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,Average Home Price 2019
27,18,Maryland,State,MD,280454,279485,278572,277863,277849,277379,276565,274928,273346,271553,269494,267367,275404.5833,265438,264362,263531,262446,260812,259324,257885,256744,255554,254828,254248,253745,259076.4167,252932,252218,251775,251714,251812,252053,252598,253334,254108,254677,255332,256265,253234.8333,257597,258873,260244,261571,263335,264945,266614,268053,269689,271239,272901,274083,265762,275172,276088,276595,277214,277157,277474,277457,277818,277868,278056,278282,278421,277300.1667,278387,278305,278751,278817,279112,279085,279392,279559,279756,279918,279730,280215,279252.25,280761,281591,282022,282802,283880,284739,285712,286403,287626,288575,289724,290493,285360.6667,291620,292589,293579,294296,294801,295603,296043,296968,297780,299055,300318,301515,296180.5833,302043,302792,303597,305029,306202,307301,308264,308789,309050,309164,309562,310152,306828.75,311052,311774,312157,312397,312961,313712,314031,314193,314228,314416,314463,314676,313338.3333,315166,315781,316824,317936,319204,320547,322609,325184,328298,331615,335260,322584
26,13,Massachusetts,State,MA,321295,322662,323800,324701,324842,324780,324034,323143,321720,320536,319371,318602,322457.1667,317635,316159,314263,312488,310908,309851,308924,308194,307271,305969,304535,303195,309949.3333,302233,301246,301005,301058,301723,302094,302604,303042,303665,304864,306701,308854,303257.4167,310455,312892,315014,317293,319002,320824,322879,325035,327740,330235,332166,333160,322224.5833,334145,334757,336041,337494,338919,340082,340856,341708,342041,342247,342799,344404,339624.4167,346511,348232,349371,349624,350275,350962,352583,354247,355774,357410,358404,359263,352721.3333,360220,362039,363828,365859,367633,369392,370269,371338,373075,375073,377463,379354,369628.5833,380995,381955,383184,385211,387518,390057,392638,394655,396630,398133,400283,402103,391113.5,404102,406553,409041,411019,412632,414503,416480,417888,418381,418897,419168,419910,414047.8333,420211,420362,420125,420715,421942,423861,424724,425084,425410,425958,426749,427489,423552.5,429002,430824,433165,435307,437501,439406,442537,446925,452282,458100,464279,442666.1818
30,7,Michigan,State,MI,105033,104662,104445,104310,104332,104362,103955,103400,102585,101864,101061,100429,103369.8333,99715,99176,98492,97794,97057,96364,95881,95683,95714,95774,95781,95791,96935.16667,95840,95865,96145,96473,96958,97467,98131,98758,99353,100089,100912,101688,98139.91667,102486,103505,104678,105913,107099,108304,109605,110992,112460,113769,115003,116266,109173.3333,117552,118660,119499,120222,120981,121825,122543,123106,123539,124026,124584,125095,121802.6667,125621,126187,126921,127570,128098,128563,129081,129703,130213,130725,131324,132128,128844.5,132878,133576,134069,134837,135656,136582,137503,138378,139456,140534,141515,142372,137279.6667,143219,144133,145201,146253,147409,148396,149235,150092,150959,151898,152900,153881,148631.3333,155100,156335,157528,158587,159662,160918,162077,163090,163863,164580,165234,166073,161087.25,166750,167434,167882,168470,169489,170762,171872,172355,172697,173004,173528,173982,170685.4167,174667,175339,176276,177282,178040,178663,179620,181275,183297,185514,187747,179792.7273
31,20,Minnesota,State,MN,186370,186622,186963,187269,187376,186848,186007,184515,182847,181185,179821,178165,184499,176605,174818,173342,171670,170017,168504,167243,166463,165836,165223,164498,163875,169007.8333,163430,163357,163581,164133,164618,165381,166203,167229,168413,169861,171446,173033,166723.75,174446,175458,176204,176972,178511,180223,182142,183904,185646,187279,188615,189752,181596,190966,192258,193775,195066,196018,196592,196830,196875,196821,196779,196944,197441,195530.4167,197911,198839,199657,200722,201437,202117,202834,203639,204622,205569,206648,207697,202641,208976,210056,211022,211695,212350,213275,214496,215998,217328,218723,219929,221069,214576.4167,222014,223001,224221,225745,227473,229069,230406,231372,232384,233307,234588,235984,229130.3333,237560,239149,240748,242186,243404,244418,245398,246572,247600,248628,249425,250258,244612.1667,251150,251996,252624,253299,254271,255603,256873,257756,258670,259447,260173,260830,256057.6667,261532,262457,263579,264800,265988,267149,268558,270382,272402,274707,277276,268075.4545
34,30,Mississippi,State,MS,109519,109393,109239,109051,108826,108656,108308,107963,107585,107288,107003,106854,108307.0833,106763,106625,106445,106217,106065,105874,105864,105827,105854,105750,105670,105504,106038.1667,105330,105162,104986,104924,104889,104919,104919,104902,104774,104657,104569,104510,104878.4167,104454,104390,104438,104375,104278,104127,103967,103848,103812,103820,103802,103827,104094.8333,103849,103960,104055,104267,104501,104717,104991,105321,105708,106157,106645,107150,105110.0833,107653,108101,108473,108812,109133,109514,109845,110120,110328,110531,110690,110824,109502,110958,111128,111367,111586,111831,112110,112416,112785,113117,113383,113638,113943,112355.1667,114294,114586,114879,115219,115570,115840,116086,116342,116669,117025,117413,117730,115971.0833,118066,118426,118782,119117,119474,119915,120361,120778,121218,121606,121960,122290,120166.0833,122621,123062,123549,124186,124684,125175,125533,125989,126327,126625,126865,127161,125148.0833,127537,127852,128153,128367,128712,129070,129567,130030,130590,131236,131973,129371.5455
32,17,Missouri,State,MO,131958,131647,131477,131499,131524,131260,130790,130178,129439,128678,127810,126992,130271,126204,125548,124675,123707,122769,122136,121746,121372,121094,120753,120432,120015,122537.5833,119661,119450,119478,119678,119859,119897,119831,119869,120073,120188,120459,120746,119932.4167,121321,121689,121977,122054,122196,122452,122784,123096,123280,123643,123917,124274,122723.5833,124505,124825,125129,125474,125921,126368,126783,127137,127465,127775,128123,128414,126493.25,128575,128755,129063,129600,130085,130568,131002,131492,131980,132434,132812,133343,130809.0833,133903,134539,135066,135546,136117,136722,137418,138047,138690,139397,140213,140899,137213.0833,141609,142318,143086,143794,144339,144911,145468,146146,146974,147787,148556,149240,145352.3333,149937,150585,151361,152220,153177,154000,154784,155533,156091,156624,157136,157850,154108.1667,158589,159332,159947,160517,161225,161893,162439,162689,163036,163442,163925,164363,161783.0833,164820,165396,166078,166864,167631,168595,169786,171320,172972,174733,176609,169527.6364
35,43,Montana,State,MT,211571,211173,211077,211013,211129,210915,210697,210218,209843,209218,208368,207384,210217.1667,206384,205397,204364,203776,203245,203020,202628,202569,202590,202724,202786,202918,203533.4167,203305,203756,204294,204643,205073,205443,205995,206674,207315,208071,208988,210019,206131.3333,210890,211612,212363,213183,213988,214863,215671,216565,217440,218434,219411,220251,215389.25,221174,222086,223124,223947,224698,225456,226567,227467,228469,228981,229597,230182,225979,230926,231965,232764,233733,234650,235809,236495,237127,237419,238168,238830,239656,235628.5,240210,240603,241056,241554,242155,242432,243059,244039,245240,246239,247013,247997,243466.4167,249163,250332,251536,252629,253629,254656,255674,256635,257778,259033,260536,261713,255276.1667,262499,263421,264565,266208,268104,270081,271878,272890,273893,274721,275868,276794,270076.8333,278066,279537,280935,282254,283207,284616,285734,287574,288846,289861,290473,291373,285206.3333,292795,294033,295339,296652,298344,299838,301842,303888,306553,309729,313261,301115.8182
38,37,Nebraska,State,NE,128002,128328,128210,128484,128450,128309,127462,126622,125798,125089,124446,124039,126936.5833,123849,123788,123619,123009,122625,122382,122546,122761,122831,123031,123117,123046,123050.3333,122545,121969,121890,122172,122628,122950,123366,123702,124245,124527,125062,125585,123386.75,126681,127628,128125,128212,128199,128490,128761,129115,129398,129795,130098,130386,128740.6667,130373,130556,130994,131821,132461,132874,133192,133480,133759,134018,134306,134823,132721.4167,135415,136187,136901,137553,138210,138840,139439,140057,140625,141229,141876,142350,139056.8333,142863,143085,143312,143479,143943,144617,145451,146308,147206,148064,148802,149562,145557.6667,150325,151328,152511,153718,154637,155374,156085,156813,157620,158529,159540,160557,155586.4167,161435,162288,162947,163767,164744,165798,166627,167355,168032,168660,169328,170101,165923.5,170916,171552,172202,172957,173904,174828,175779,176612,177331,177840,178187,178495,175050.25,179020,179719,180517,181216,181824,182527,183408,184515,185812,187378,189139,183188.6364
42,34,Nevada,State,NV,161642,160699,160049,158854,157745,157518,157013,156364,154876,153402,152461,151503,156843.8333,149699,147599,145565,143948,142853,141037,139820,137940,137161,136386,135741,135223,141081,135089,135016,134869,135144,135619,136858,137866,139842,141692,143656,145731,148160,139128.5,151126,154442,158532,162319,166446,170640,175271,179396,183322,186727,189907,192015,172511.9167,193941,195687,197207,198367,198839,199168,199969,200626,200806,201890,203121,205626,199603.9167,207114,208741,209889,211315,213256,214695,215387,216462,218120,219614,220532,221958,214756.9167,223954,225821,226840,228390,229726,231410,232744,234100,235374,235922,237040,236647,231497.3333,237449,238290,241506,243913,246426,248838,252107,254922,258359,262429,266835,271062,251844.6667,273954,277220,279315,282002,284832,288967,292781,296420,298421,299660,299981,301321,289572.8333,302585,303782,303710,303995,305028,306197,306198,304980,303658,303816,304887,305761,304549.75,306953,307901,309952,311704,312898,313456,315007,317866,321675,324782,327714,315446.1818
39,41,New Hampshire,State,NH,223515,222904,222244,221696,221559,221293,221295,221299,221546,221141,220269,219277,221503.1667,218495,218312,217892,217424,216231,215051,213456,212495,211655,211367,210873,210323,214464.5,209783,209197,208536,208023,208256,208825,209770,210084,210276,210388,210837,211473,209620.6667,211972,212659,213851,215140,216159,216943,217722,218760,219850,220914,221775,222626,217364.25,223330,224060,224462,224940,225184,225644,226019,226538,226999,227653,228480,229074,226031.9167,229900,230601,231694,232708,234100,235156,236222,236831,237396,237674,238131,239137,234962.5,239942,240368,240536,241089,242116,243178,244050,245032,246270,247728,248889,249744,244078.5,250842,252893,254837,256478,257203,258261,259662,261234,262715,264190,266102,267876,259357.75,269453,270244,271355,272616,274222,275810,277101,278643,279771,280765,281133,281825,276078.1667,282604,283309,283609,284116,285771,287734,289447,289972,290433,290951,291875,292828,287720.75,294012,295746,297870,300062,301653,303231,305399,308668,312571,316874,321496,305234.7273
40,10,New Jersey,State,NJ,326671,326071,325306,324967,324625,324196,323406,322087,320256,318092,316072,314114,322155.25,312188,310094,307861,305697,303450,301330,299172,297471,295984,294550,292799,290980,300964.6667,289360,288255,287567,286819,286083,285098,284305,283482,283163,283228,283659,284237,285438,284948,285517,285960,286330,287086,288409,290078,291880,293399,294777,296154,297296,290152.8333,298285,298818,299883,300946,301987,302531,302845,302980,302863,302654,302309,302254,301529.5833,302522,303297,303525,303824,303893,304215,304306,304452,304806,305187,305714,306081,304318.5,306069,306066,306000,306215,306320,306777,307336,307868,308291,308869,309409,310008,307435.6667,310820,311489,312611,313326,314661,315396,316519,317698,319049,320217,321379,322559,316310.3333,323947,325411,326725,328207,329244,330488,331256,331869,332441,333014,333702,334160,330038.6667,334458,334690,335151,335636,336786,337920,339199,339417,339051,338543,338486,339101,337369.8333,339991,341047,342186,343636,345031,346822,349034,352540,356935,361958,367103,349662.0909
41,35,New Mexico,State,NM,181698,181271,181244,180738,180320,179133,178030,176859,175870,174270,172750,171495,177806.5,171139,170821,170526,169740,168624,167501,166882,166434,166111,165863,165656,165486,167898.5833,165072,164706,164123,163871,163900,164115,164288,164227,164581,164692,165000,164566,164428.4167,164220,163947,164382,164946,165654,166438,167048,167980,168145,168711,168813,169905,166682.4167,170802,171560,171614,171455,171238,170799,170441,169897,169999,170115,170828,171046,170816.1667,171081,170941,170930,171313,171562,172026,172491,173228,173613,173609,173091,172908,172232.75,173282,173987,174942,175505,176168,176648,177188,177328,177644,178424,179559,180554,176769.0833,180961,181227,181163,181492,181894,182567,183307,184118,184833,185060,185377,185524,183126.9167,185968,186686,187824,188929,189771,190406,190699,191240,191827,193155,194213,195420,190511.5,196484,197362,198005,198615,199515,200810,202140,203340,204374,204992,205505,206054,201433,206863,207952,209200,210572,212005,213357,215030,216873,219049,221493,224374,214251.6364
43,2,New York,State,NY,264057,264011,263861,264039,264118,264498,264631,264412,263806,262896,262044,261117,263624.1667,260510,259922,259488,258630,257729,256544,255639,254981,254539,254214,253721,253327,256603.6667,252862,252285,251766,251405,251353,251431,251541,251719,251913,252048,252321,252679,251943.5833,253071,253661,254165,254914,255598,256410,257213,257912,258612,259441,260287,261034,256859.8333,261776,262494,263337,263948,264456,264828,265100,265444,265810,266262,266704,267295,264787.8333,267865,268322,268621,269026,269533,270196,270958,271702,272444,273017,273581,273978,270770.25,274410,275148,276091,277074,277910,278573,279265,280068,280920,281908,282960,284265,279049.3333,285507,286466,287313,288345,289744,291403,292954,294364,295680,297059,298461,299696,292249.3333,301053,302496,304028,305477,306873,308297,309789,311292,312774,313989,315050,315969,308923.9167,316929,317827,318921,319903,321077,322017,322701,323079,323149,323114,323239,323703,321304.9167,324480,325311,326103,327159,328223,329607,331391,333658,336436,339682,343164,331383.0909
36,9,North Carolina,State,NC,162670,162203,161800,161561,161427,161195,160679,160098,159429,158809,158135,157518,160460.3333,156823,156135,155329,154386,153538,152868,152378,151867,151456,150926,150428,149939,153006.0833,149583,149317,149133,149151,149073,148938,148810,148866,148923,149031,149155,149272,149104.3333,149430,149588,149918,150263,150736,151239,151761,152280,152748,153283,153743,154316,151608.75,154791,155284,155588,155837,156048,156234,156393,156472,156663,156885,157276,157660,156260.9167,158146,158632,159253,159783,160247,160682,161242,161891,162449,162946,163353,163725,161029.0833,164144,164653,165127,165732,166466,167378,168256,169082,169949,170802,171707,172637,167994.4167,173519,174327,175222,176186,177118,177918,178622,179420,180291,181361,182378,183457,178318.25,184541,185690,186751,187680,188682,189748,190933,192017,193022,193825,194727,195635,190270.9167,196683,197566,198428,199335,200237,201194,202038,202847,203618,204425,205211,205954,201461.3333,206688,207627,208678,209820,211021,212259,213641,215184,216888,218746,220710,212842
37,47,North Dakota,State,ND,164445,164420,164113,163903,164151,164710,165503,165994,166571,166779,167080,167271,165411.6667,167358,167414,167646,168089,168079,167521,166981,166839,166883,167010,167186,167387,167366.0833,167779,168317,169138,169998,171163,172676,174130,175342,176355,177626,179199,180961,173557,182754,184536,186188,187597,188861,190126,191443,192728,194180,195344,196673,197837,190688.9167,199004,199948,200610,201471,202339,203425,204486,206044,207487,209504,210436,211394,204679,211906,213034,214419,216014,217807,219282,220320,220802,221098,221173,221781,222405,218336.75,223333,223923,224532,224864,224730,224571,224619,224880,225220,225495,225851,226223,224853.4167,226240,226286,226003,225797,225937,226411,227011,227146,227320,227422,227725,227727,226752.0833,227880,227669,227969,227986,228162,227784,227609,227665,227691,227543,227288,227320,227713.8333,227675,228092,228232,228400,228636,229208,229830,230597,231357,231848,231881,231816,229797.6667,231811,232050,232353,232815,233169,233534,233802,233995,234269,234919,236012,233520.8182
44,6,Ohio,State,OH,120139,120221,120157,120087,119908,119700,119265,118759,118184,117608,116975,116301,118942,115742,115163,114671,114023,113406,112828,112470,112186,111913,111590,111314,111093,113033.25,110812,110508,110307,110208,110078,109884,109730,109687,109736,109791,109826,109891,110038.1667,110088,110373,110616,110886,111229,111679,112084,112478,112772,113169,113515,113807,111891.3333,113830,113788,113743,113812,113943,114148,114395,114543,114750,114896,115200,115583,114385.9167,116140,116736,117273,117722,118186,118624,119060,119476,119877,120266,120631,120961,118746,121370,121770,122286,122760,123193,123610,124072,124612,125180,125764,126402,127104,124010.25,127850,128552,129195,129853,130509,131194,131803,132557,133350,134232,134987,135686,131647.3333,136156,136791,137507,138501,139440,140294,141106,141732,142296,142828,143497,144179,140360.5833,144933,145672,146424,146985,147645,148362,149178,149825,150524,151145,151601,152039,148694.4167,152589,153312,154072,154939,155876,156928,158064,159529,161115,162914,164968,157664.1818
45,27,Oklahoma,State,OK,105947,106085,106323,106568,106741,106680,106397,106062,105702,105396,104940,104625,105955.5,104351,104193,103904,103522,103096,102801,102744,102788,102946,102952,102930,102806,103252.75,102705,102698,102742,102912,103176,103411,103572,103660,103642,103708,103901,104237,103363.6667,104538,104697,104874,105117,105285,105500,105726,106053,106407,106626,106838,106985,105720.5,107271,107548,107806,107968,108241,108477,108766,109002,109302,109850,110340,110773,108778.6667,111040,111402,111835,112230,112517,112816,113083,113344,113520,113461,113440,113502,112682.5,113835,114226,114595,114930,115262,115624,116002,116354,116688,117081,117451,117836,115823.6667,118039,118283,118507,118923,119322,119702,119987,120306,120711,121159,121574,121981,119874.5,122354,122553,122747,122929,123266,123488,123746,123981,124263,124599,124909,125269,123675.3333,125531,126047,126485,126924,127281,127850,128499,129079,129568,130028,130591,131124,128250.5833,131822,132433,133148,133871,134623,135310,135983,136763,137625,138521,139409,135409.8182
46,26,Oregon,State,OR,236290,235670,235412,235047,234089,232662,231116,229313,227038,224922,223223,221615,230533.0833,219939,217905,215513,213196,211313,210142,209333,208610,208069,207252,206381,205381,211086.1667,204718,204356,204676,205348,206285,207133,207939,209163,210436,212180,213388,214964,208382.1667,216639,219217,221688,224290,226821,229053,231195,232728,234478,235880,238099,240292,229198.3333,242468,243818,244793,245743,246436,247591,248664,250080,251463,253069,254584,255836,248712.0833,257053,258695,260730,262509,264415,266387,268649,271197,273655,276213,278632,281200,268277.9167,283885,285978,288167,290704,293878,296897,299926,302464,305091,307417,309577,311953,297994.75,314217,316890,319126,321460,323243,324794,326119,327764,329485,331247,333099,334870,325192.8333,336565,338587,340873,342984,344844,346788,348801,350254,351221,351846,352855,353951,346630.75,355120,355843,356052,356391,357131,358587,359732,360789,361135,362121,362740,363859,359125,364882,366287,368234,370364,372668,374690,377243,380388,384648,388939,393710,376550.2727
47,5,Pennsylvania,State,PA,169247,169445,169635,169765,169820,169761,169482,169046,168359,167541,166614,165757,168706,164949,164195,163456,162622,161808,160989,160362,159939,159721,159527,159282,158983,161319.4167,158647,158317,158027,157860,157792,157713,157597,157510,157447,157469,157524,157665,157797.3333,157856,158060,158274,158569,158895,159307,159734,160098,160437,160685,160990,161207,159509.3333,161449,161679,161876,161931,161952,162097,162335,162526,162635,162751,162900,163121,162271,163295,163435,163725,164156,164696,164962,165128,165313,165647,166032,166377,166626,164949.3333,167031,167582,167943,168161,168238,168680,169162,169731,170166,170629,171160,171869,169196,172363,172805,173224,173938,174710,175453,176172,176890,177678,178505,179245,179976,175913.25,180815,181703,182931,184006,185102,185773,186382,186873,187432,187925,188533,189139,185551.1667,189877,190608,191138,191644,192412,193335,194177,194751,195207,195664,196100,196622,193461.25,197209,197874,198650,199599,200472,201579,202933,204710,206705,208908,211287,202720.5455
50,42,Rhode Island,State,RI,248653,249282,250144,249759,249382,248956,248918,248525,247406,245949,244525,243642,247928.4167,242357,241412,239953,238542,236654,235167,233506,231984,230526,229170,227329,225723,234360.25,224574,223303,222199,221321,220806,220356,220369,220573,220793,221104,222121,223179,221724.8333,223671,224509,225167,226290,227506,228739,229878,231293,232939,234532,235441,235816,229648.4167,236528,236926,238333,239608,240966,241474,241230,240717,240485,240543,240955,241576,239945.0833,242215,242547,242659,242462,242440,243144,244530,245864,246217,246710,247376,248674,244569.8333,250307,252622,254031,255029,255520,256163,256953,258023,260327,262056,263307,263815,257346.0833,264288,265001,266070,268358,270912,273523,275345,276587,277373,278806,281098,283577,273411.5,285789,287442,289114,290033,290952,291843,293054,294490,295463,295913,295692,295779,292130.3333,296023,296354,296958,297557,298399,299442,301090,301774,302021,302165,303278,304478,299961.5833,305742,307325,308816,310663,312539,314525,316329,319180,322980,327335,331458,316081.0909
51,23,South Carolina,State,SC,154053,153849,153488,153238,153132,152952,152506,151946,151267,150563,149870,148965,152152.4167,147939,146759,145902,145034,144277,143612,143203,142804,142369,141913,141469,141337,143884.8333,141357,141622,141560,141560,141439,141345,141119,140885,140915,141067,141279,141379,141293.9167,141439,141506,141870,142271,142711,143144,143678,144370,144945,145481,146015,146513,143661.9167,147079,147547,147837,147977,148197,148529,148939,149295,149661,149970,150200,150475,148808.8333,150819,151338,151981,152685,153284,153833,154347,154776,155183,155676,156312,156997,153935.9167,157681,158193,158693,159145,159800,160433,161048,161777,162593,163477,164261,164986,161007.25,165459,166043,166540,167363,168068,168872,169611,170339,170999,171643,172343,173073,169196.0833,174050,175057,176301,177299,178205,178978,179766,180581,181387,182095,182845,183625,179182.4167,184423,185197,185737,186349,186837,187495,188158,188833,189400,189947,190479,191061,187826.3333,191632,192258,193029,193874,194966,196058,197239,198490,199944,201582,203328,196581.8182
52,45,South Dakota,State,SD,152254,152338,152476,152762,153071,153242,153336,153383,153378,153312,153216,153070,152986.5,152860,152606,152432,152190,151973,151985,152049,152180,152169,152265,152410,152534,152304.4167,152584,152689,152692,152794,152923,153056,153284,153553,153998,154447,154840,155306,153513.8333,155856,156471,157058,157578,158064,158554,159059,159542,160029,160439,160898,161330,158739.8333,161705,161993,162374,162818,163385,163866,164334,164742,165284,165877,166516,167008,164158.5,167642,168357,169049,169677,170183,170884,171588,172399,172895,173421,173892,174662,171220.75,175422,176147,177020,177963,178895,179564,180203,180920,181874,182841,183869,184862,179965,185845,186834,187652,188466,189299,190273,191216,192063,192808,193439,194102,194612,190550.75,195165,195701,196447,197217,198327,199407,200560,201509,202505,203529,204419,205217,200000.25,205938,206526,207110,207664,208529,209361,210146,210745,211305,211798,212120,212581,209485.25,213187,214044,214855,215726,216241,216842,217521,218541,219658,220912,222435,217269.2727
53,16,Tennessee,State,TN,134641,134557,134527,134467,134482,134371,134175,133840,133435,132982,132540,132048,133838.75,131404,130844,130252,129825,129354,129014,128688,128421,128141,127844,127584,127368,129061.5833,127295,127214,127235,127256,127368,127424,127566,127685,127868,128015,128142,128324,127616,128551,128876,129234,129639,129965,130329,130662,131156,131701,132369,133060,133652,130766.1667,134161,134541,134856,135115,135438,135843,136257,136597,136854,137058,137233,137573,135960.5,138018,138554,139069,139605,140274,140902,141509,142091,142739,143456,144223,144891,141277.5833,145609,146344,147127,147813,148380,148954,149661,150437,151336,152236,153209,154191,149608.0833,155051,155810,156697,157777,158932,160072,161167,162256,163204,164118,165054,166061,160516.5833,167050,168139,169115,170129,171101,172166,173266,174297,175300,176247,177020,177777,172633.9167,178604,179386,180130,180809,181641,182456,183240,184096,185015,185946,186799,187650,182981,188508,189596,190802,192080,193337,194663,196104,197633,199272,201062,203134,195108.2727
54,1,Texas,State,TX,136866,136842,136855,136947,136973,136854,136390,135864,135335,134911,134403,133980,136018.3333,133573,133054,132487,131921,131461,131041,130858,130833,130927,130950,130825,130657,131548.9167,130630,130865,131208,131502,131817,132165,132591,132972,133263,133542,133990,134575,132426.6667,135261,135898,136647,137485,138344,139211,140097,141027,142053,143134,144207,145155,139876.5833,146014,146900,147687,148447,149241,150155,151025,151968,152908,153879,154843,155844,150742.5833,156859,157865,158943,160041,161066,162073,163064,164022,164902,165840,166693,167589,162413.0833,168525,169434,170315,171166,172190,173157,174207,175123,176100,176985,178090,179258,173712.5,180311,181357,182274,183250,184076,184927,185689,186473,187315,188279,189235,190103,185274.0833,190887,191717,192709,193826,194930,195990,196931,197878,198611,199411,200093,200987,196164.1667,201937,202874,203523,204035,204663,205382,206132,206757,207333,207556,207796,208004,205499.3333,208453,208907,209598,210409,211267,212177,213244,214517,216048,217941,220034,212963.1818
55,33,Utah,State,UT,217399,216753,216084,215557,214850,213789,212175,210178,208711,207267,205628,203440,211819.25,201700,200053,198936,197456,196296,195131,194560,194484,193882,193276,192708,192998,195956.6667,193223,193703,193999,194703,195744,196840,197811,198689,200207,202046,204079,206199,198103.5833,208253,210366,212395,214885,217046,219647,222133,224536,226567,228133,229444,230179,220298.6667,230981,231696,232572,232690,232882,232893,232879,232971,232940,233579,234497,235536,233009.6667,236637,237683,239096,240781,242331,243729,245310,247322,249494,251318,252686,254125,245042.6667,255734,257399,258685,259884,261574,263482,265513,266954,268828,270667,273025,275255,264750,277343,279303,281545,284020,286425,288875,291098,293575,295438,297411,299315,301704,289671,303752,306341,308844,311885,314611,317028,319513,321648,324019,326491,329059,331466,317888.0833,333733,335805,337554,338880,340012,341681,343279,344931,346333,347198,348304,349334,342253.6667,351288,353117,355394,357911,361021,364131,367611,371528,376018,381272,386723,366001.2727
58,48,Vermont,State,VT,228011,227835,227977,228124,228265,228309,228740,229206,229459,229657,229656,229734,228747.75,229422,229150,228782,228687,228398,228251,228012,227840,227748,227775,228066,228095,228352.1667,228034,227853,227616,227481,227416,227461,227505,227547,227621,227492,227249,227186,227538.4167,227388,227629,227879,227861,227807,227594,227453,227372,227322,227272,227288,227307,227514.3333,227319,227218,227001,226959,227063,227376,227630,227855,228054,228323,228575,228872,227687.0833,229150,229490,229771,229961,230061,230068,230025,229985,229850,229825,229845,229790,229818.4167,229837,230189,230906,231559,231868,232164,232559,232907,233215,233485,233938,234525,232262.6667,235056,235488,235957,236503,237365,238477,239396,240634,241829,243422,244718,245944,239565.75,246930,247693,248100,248751,249360,249475,249940,250331,251406,251864,252206,252384,249870,252813,253922,254998,255987,256526,257513,258342,259597,260849,261523,261649,261484,257933.5833,261913,262278,262884,263530,264630,265729,266963,267992,268859,270571,273024,266215.7273
56,11,Virginia,State,VA,238411,238598,238879,239158,239332,239111,238365,237525,236791,236114,235180,234288,237646,233352,232390,231332,230438,229658,229149,228765,228615,228260,227777,227247,226968,229495.9167,226720,226835,227031,227327,227688,228018,228461,228752,229204,229968,230990,231809,228566.9167,232625,233318,234191,234958,235664,236345,237122,238063,239115,239861,240542,241162,236913.8333,242029,242634,243105,243401,243647,243995,244344,244600,244723,244964,245228,245515,244015.4167,245498,245911,246342,246776,247147,247431,247755,248058,248432,248824,249091,249385,247554.1667,249776,249841,249973,250346,251084,251808,252478,253133,253845,254504,255335,256287,252367.5,257241,258316,259152,260027,260568,261270,261867,262618,263316,264126,264986,265646,261594.4167,266483,267023,267924,268595,269612,270488,271376,272017,272555,273097,273745,274662,270631.4167,275585,276709,277765,278806,279633,280474,281344,282396,283461,284498,285077,285536,280940.3333,285976,286769,287606,288709,290043,291579,293287,295128,297219,299527,302369,292564.7273
